BioNavigator Version	6.3.67.0	PamGrid Version	
spotRow,spotCol,ID,Barcode,Row,Signal_Saturation
1,6,RET_1022_1034,641129101,1,0.0
1,6,RET_1022_1034,641129101,2,0.0
1,6,RET_1022_1034,641129101,2,0.0
1,6,RET_1022_1034,641129101,2,0.0
1,6,RET_1022_1034,641129101,2,0.0
1,6,RET_1022_1034,641129101,2,1.0
1,6,RET_1022_1034,641129101,3,0.0
1,6,RET_1022_1034,641129101,3,0.0
1,6,RET_1022_1034,641129101,3,0.0
1,6,RET_1022_1034,641129101,3,0.0
1,6,RET_1022_1034,641129101,3,0.0
1,6,RET_1022_1034,641129101,4,0.0
1,6,RET_1022_1034,641129101,4,0.0
1,6,RET_1022_1034,641129101,4,0.0
1,6,RET_1022_1034,641129101,4,0.0
1,6,RET_1022_1034,641129101,4,0.0
1,7,PECA1_706_718,641129101,1,0.0
1,7,PECA1_706_718,641129101,1,0.0
1,7,PECA1_706_718,641129101,1,0.0
1,7,PECA1_706_718,641129101,1,0.0
1,7,PECA1_706_718,641129101,1,0.0
1,7,PECA1_706_718,641129101,2,0.0
1,7,PECA1_706_718,641129101,2,0.0
1,7,PECA1_706_718,641129101,2,0.0
1,7,PECA1_706_718,641129101,2,5.45454546809196e-002
1,7,PECA1_706_718,641129101,2,1.0
1,7,PECA1_706_718,641129101,3,0.0
1,7,PECA1_706_718,641129101,3,0.0
1,7,PECA1_706_718,641129101,3,0.0
1,7,PECA1_706_718,641129101,3,0.0
1,7,PECA1_706_718,641129101,3,0.0
1,7,PECA1_706_718,641129101,4,0.0
1,7,PECA1_706_718,641129101,4,0.0
1,7,PECA1_706_718,641129101,4,0.0
1,7,PECA1_706_718,641129101,4,0.0
1,7,PECA1_706_718,641129101,4,0.0
1,8,RASA1_453_465,641129101,1,0.0
1,8,RASA1_453_465,641129101,1,0.0
1,8,RASA1_453_465,641129101,1,0.0
1,8,RASA1_453_465,641129101,1,0.0
1,8,RASA1_453_465,641129101,1,0.0
1,8,RASA1_453_465,641129101,2,0.0
1,8,RASA1_453_465,641129101,2,0.0
1,8,RASA1_453_465,641129101,2,0.0
1,8,RASA1_453_465,641129101,2,0.0
1,8,RASA1_453_465,641129101,2,0.277777791023254
1,8,RASA1_453_465,641129101,3,0.0
1,8,RASA1_453_465,641129101,3,0.0
1,8,RASA1_453_465,641129101,3,0.0
1,8,RASA1_453_465,641129101,3,0.0
1,8,RASA1_453_465,641129101,3,0.0
1,8,RASA1_453_465,641129101,4,0.0
1,8,RASA1_453_465,641129101,4,0.0
1,8,RASA1_453_465,641129101,4,0.0
1,8,RASA1_453_465,641129101,4,0.0
1,8,RASA1_453_465,641129101,4,0.0
1,9,CDK1_9_21,641129101,1,0.0
1,9,CDK1_9_21,641129101,1,0.0
1,9,CDK1_9_21,641129101,1,0.0
1,9,CDK1_9_21,641129101,1,0.0
1,9,CDK1_9_21,641129101,1,0.0
1,9,CDK1_9_21,641129101,2,0.0
1,9,CDK1_9_21,641129101,2,0.0
1,9,CDK1_9_21,641129101,2,0.0
1,9,CDK1_9_21,641129101,2,0.0
1,9,CDK1_9_21,641129101,2,1.0
1,9,CDK1_9_21,641129101,3,0.0
1,9,CDK1_9_21,641129101,3,0.0
1,9,CDK1_9_21,641129101,3,0.0
1,9,CDK1_9_21,641129101,3,0.0
1,9,CDK1_9_21,641129101,3,0.0
1,9,CDK1_9_21,641129101,4,0.0
1,9,CDK1_9_21,641129101,4,0.0
1,9,CDK1_9_21,641129101,4,0.0
1,9,CDK1_9_21,641129101,4,0.0
1,9,CDK1_9_21,641129101,4,0.0
1,10,PTN11_57_67,641129101,1,0.0
1,10,PTN11_57_67,641129101,1,0.0
1,10,PTN11_57_67,641129101,1,0.0
1,10,PTN11_57_67,641129101,1,0.0
1,10,PTN11_57_67,641129101,1,0.0
1,10,PTN11_57_67,641129101,2,0.0
1,10,PTN11_57_67,641129101,2,0.0
1,10,PTN11_57_67,641129101,2,0.0
1,10,PTN11_57_67,641129101,2,0.0
1,10,PTN11_57_67,641129101,2,0.906542062759399
1,10,PTN11_57_67,641129101,3,0.0
1,10,PTN11_57_67,641129101,3,0.0
1,10,PTN11_57_67,641129101,3,0.0
1,10,PTN11_57_67,641129101,3,0.0
1,10,PTN11_57_67,641129101,3,0.0
1,10,PTN11_57_67,641129101,4,0.0
1,10,PTN11_57_67,641129101,4,0.0
1,10,PTN11_57_67,641129101,4,0.0
1,10,PTN11_57_67,641129101,4,0.0
1,10,PTN11_57_67,641129101,4,0.0
1,11,PTN6_558_570,641129101,1,0.0
1,11,PTN6_558_570,641129101,1,0.0
1,11,PTN6_558_570,641129101,1,0.0
1,11,PTN6_558_570,641129101,1,0.0
1,11,PTN6_558_570,641129101,1,0.0
1,11,PTN6_558_570,641129101,2,0.0
1,11,PTN6_558_570,641129101,2,0.0
1,11,PTN6_558_570,641129101,2,0.0
1,11,PTN6_558_570,641129101,2,0.0
1,11,PTN6_558_570,641129101,2,1.0
1,11,PTN6_558_570,641129101,3,0.0
1,11,PTN6_558_570,641129101,3,0.0
1,11,PTN6_558_570,641129101,3,0.0
1,11,PTN6_558_570,641129101,3,0.0
1,11,PTN6_558_570,641129101,3,0.0
1,11,PTN6_558_570,641129101,4,0.0
1,11,PTN6_558_570,641129101,4,0.0
1,11,PTN6_558_570,641129101,4,0.0
1,11,PTN6_558_570,641129101,4,0.0
1,11,PTN6_558_570,641129101,4,0.0
1,12,EPOR_361_373,641129101,1,0.0
1,12,EPOR_361_373,641129101,1,0.0
1,12,EPOR_361_373,641129101,1,0.0
1,12,EPOR_361_373,641129101,1,0.0
1,12,EPOR_361_373,641129101,1,0.0
1,12,EPOR_361_373,641129101,2,0.0
1,12,EPOR_361_373,641129101,2,0.0
1,12,EPOR_361_373,641129101,2,0.0
1,12,EPOR_361_373,641129101,2,0.0
1,12,EPOR_361_373,641129101,2,0.80412369966507
1,12,EPOR_361_373,641129101,3,0.0
1,12,EPOR_361_373,641129101,3,0.0
1,12,EPOR_361_373,641129101,3,0.0
1,12,EPOR_361_373,641129101,3,0.0
1,12,EPOR_361_373,641129101,3,0.0
1,12,EPOR_361_373,641129101,4,0.0
1,12,EPOR_361_373,641129101,4,0.0
1,12,EPOR_361_373,641129101,4,0.0
1,12,EPOR_361_373,641129101,4,0.0
1,12,EPOR_361_373,641129101,4,0.0
1,13,CD3E_182_194,641129101,1,0.0
1,13,CD3E_182_194,641129101,1,0.0
1,13,CD3E_182_194,641129101,1,0.0
1,13,CD3E_182_194,641129101,1,0.0
1,13,CD3E_182_194,641129101,1,0.0
1,13,CD3E_182_194,641129101,2,0.0
1,13,CD3E_182_194,641129101,2,0.0
1,13,CD3E_182_194,641129101,2,0.0
1,13,CD3E_182_194,641129101,2,0.0
1,13,CD3E_182_194,641129101,2,0.5
1,13,CD3E_182_194,641129101,3,0.0
1,13,CD3E_182_194,641129101,3,0.0
1,13,CD3E_182_194,641129101,3,0.0
1,13,CD3E_182_194,641129101,3,0.0
1,13,CD3E_182_194,641129101,3,0.0
1,13,CD3E_182_194,641129101,4,0.0
1,13,CD3E_182_194,641129101,4,0.0
1,13,CD3E_182_194,641129101,4,0.0
1,13,CD3E_182_194,641129101,4,0.0
1,13,CD3E_182_194,641129101,4,0.0
1,14,EPHA7_607_619,641129101,1,0.0
1,14,EPHA7_607_619,641129101,1,0.0
1,14,EPHA7_607_619,641129101,1,0.0
1,14,EPHA7_607_619,641129101,1,0.0
1,14,EPHA7_607_619,641129101,1,0.0
1,14,EPHA7_607_619,641129101,2,0.0
1,14,EPHA7_607_619,641129101,2,0.0
1,14,EPHA7_607_619,641129101,2,0.0
1,14,EPHA7_607_619,641129101,2,0.0
1,14,EPHA7_607_619,641129101,2,0.883720934391022
1,14,EPHA7_607_619,641129101,3,0.0
1,14,EPHA7_607_619,641129101,3,0.0
1,14,EPHA7_607_619,641129101,3,0.0
1,14,EPHA7_607_619,641129101,3,0.0
1,14,EPHA7_607_619,641129101,3,0.0
1,14,EPHA7_607_619,641129101,4,0.0
1,14,EPHA7_607_619,641129101,4,0.0
1,14,EPHA7_607_619,641129101,4,0.0
1,14,EPHA7_607_619,641129101,4,0.0
1,14,EPHA7_607_619,641129101,4,0.0
2,1,PECA1_708_718,641129101,1,0.0
2,1,PECA1_708_718,641129101,1,0.0
2,1,PECA1_708_718,641129101,1,0.0
2,1,PECA1_708_718,641129101,1,0.0
2,1,PECA1_708_718,641129101,1,0.0
2,1,PECA1_708_718,641129101,2,0.0
2,1,PECA1_708_718,641129101,2,0.0
2,1,PECA1_708_718,641129101,2,0.0
2,1,PECA1_708_718,641129101,2,1.0
2,1,PECA1_708_718,641129101,2,1.0
2,1,PECA1_708_718,641129101,3,0.0
2,1,PECA1_708_718,641129101,3,0.0
2,1,PECA1_708_718,641129101,3,0.0
2,1,PECA1_708_718,641129101,3,0.0
2,1,PECA1_708_718,641129101,3,0.0
2,1,PECA1_708_718,641129101,4,0.0
2,1,PECA1_708_718,641129101,4,0.0
2,1,PECA1_708_718,641129101,4,0.0
2,1,PECA1_708_718,641129101,4,0.0
2,1,PECA1_708_718,641129101,4,1.0
2,2,ZAP70_313_325,641129101,1,0.0
2,2,ZAP70_313_325,641129101,1,0.0
2,2,ZAP70_313_325,641129101,1,0.0
2,2,ZAP70_313_325,641129101,1,0.0
2,2,ZAP70_313_325,641129101,1,0.0
2,2,ZAP70_313_325,641129101,2,0.0
2,2,ZAP70_313_325,641129101,2,0.0
2,2,ZAP70_313_325,641129101,2,0.0
2,2,ZAP70_313_325,641129101,2,1.0
2,2,ZAP70_313_325,641129101,2,1.0
2,2,ZAP70_313_325,641129101,3,0.0
2,2,ZAP70_313_325,641129101,3,0.0
2,2,ZAP70_313_325,641129101,3,0.0
2,2,ZAP70_313_325,641129101,3,0.0
2,2,ZAP70_313_325,641129101,3,0.0
2,2,ZAP70_313_325,641129101,4,0.0
2,2,ZAP70_313_325,641129101,4,0.0
2,2,ZAP70_313_325,641129101,4,0.0
2,2,ZAP70_313_325,641129101,4,0.0
2,2,ZAP70_313_325,641129101,4,0.747368395328522
2,3,PLCG2_1191_1203_C1200S,641129101,1,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,1,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,1,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,1,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,1,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,2,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,2,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,2,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,2,1.0
2,3,PLCG2_1191_1203_C1200S,641129101,2,1.0
2,3,PLCG2_1191_1203_C1200S,641129101,3,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,3,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,3,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,3,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,3,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,4,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,4,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,4,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,4,0.0
2,3,PLCG2_1191_1203_C1200S,641129101,4,0.802083313465118
2,4,PGFRB_572_584,641129101,1,0.0
2,4,PGFRB_572_584,641129101,1,0.0
2,4,PGFRB_572_584,641129101,1,0.0
2,4,PGFRB_572_584,641129101,1,0.0
2,4,PGFRB_572_584,641129101,1,0.0
2,4,PGFRB_572_584,641129101,2,0.0
2,4,PGFRB_572_584,641129101,2,0.0
2,4,PGFRB_572_584,641129101,2,0.0
2,4,PGFRB_572_584,641129101,2,0.0
2,4,PGFRB_572_584,641129101,2,1.0
2,4,PGFRB_572_584,641129101,3,0.0
2,4,PGFRB_572_584,641129101,3,0.0
2,4,PGFRB_572_584,641129101,3,0.0
2,4,PGFRB_572_584,641129101,3,0.0
2,4,PGFRB_572_584,641129101,3,0.0
2,4,PGFRB_572_584,641129101,4,0.0
2,4,PGFRB_572_584,641129101,4,0.0
2,4,PGFRB_572_584,641129101,4,0.0
2,4,PGFRB_572_584,641129101,4,0.0
2,4,PGFRB_572_584,641129101,4,0.0
2,5,CD3Z_105_117,641129101,1,0.0
2,5,CD3Z_105_117,641129101,1,0.0
2,5,CD3Z_105_117,641129101,1,0.0
2,5,CD3Z_105_117,641129101,1,0.0
2,5,CD3Z_105_117,641129101,1,0.0
2,5,CD3Z_105_117,641129101,2,0.0
2,5,CD3Z_105_117,641129101,2,0.0
2,5,CD3Z_105_117,641129101,2,0.0
2,5,CD3Z_105_117,641129101,2,0.0
2,5,CD3Z_105_117,641129101,2,0.509259283542633
2,5,CD3Z_105_117,641129101,3,0.0
2,5,CD3Z_105_117,641129101,3,0.0
2,5,CD3Z_105_117,641129101,3,0.0
2,5,CD3Z_105_117,641129101,3,0.0
2,5,CD3Z_105_117,641129101,3,0.0
2,5,CD3Z_105_117,641129101,4,0.0
2,5,CD3Z_105_117,641129101,4,0.0
2,5,CD3Z_105_117,641129101,4,0.0
2,5,CD3Z_105_117,641129101,4,0.0
2,5,CD3Z_105_117,641129101,4,0.0
2,6,PGFRB_1014_1028,641129101,1,0.0
2,6,PGFRB_1014_1028,641129101,1,0.0
2,6,PGFRB_1014_1028,641129101,1,0.0
2,6,PGFRB_1014_1028,641129101,1,0.0
2,6,PGFRB_1014_1028,641129101,1,0.0
2,6,PGFRB_1014_1028,641129101,2,0.0
2,6,PGFRB_1014_1028,641129101,2,0.0
2,6,PGFRB_1014_1028,641129101,2,0.0
2,6,PGFRB_1014_1028,641129101,2,0.0
2,6,PGFRB_1014_1028,641129101,2,0.0
2,6,PGFRB_1014_1028,641129101,3,0.0
2,6,PGFRB_1014_1028,641129101,3,0.0
2,6,PGFRB_1014_1028,641129101,3,0.0
2,6,PGFRB_1014_1028,641129101,3,0.0
2,6,PGFRB_1014_1028,641129101,3,0.0
2,6,PGFRB_1014_1028,641129101,4,0.0
2,6,PGFRB_1014_1028,641129101,4,0.0
2,6,PGFRB_1014_1028,641129101,4,0.0
2,6,PGFRB_1014_1028,641129101,4,0.0
2,6,PGFRB_1014_1028,641129101,4,0.0
2,7,CD3Z_77_89,641129101,1,0.0
2,7,CD3Z_77_89,641129101,1,0.0
2,7,CD3Z_77_89,641129101,1,0.0
2,7,CD3Z_77_89,641129101,1,0.0
2,7,CD3Z_77_89,641129101,1,0.0
2,7,CD3Z_77_89,641129101,2,0.0
2,7,CD3Z_77_89,641129101,2,0.0
2,7,CD3Z_77_89,641129101,2,0.0
2,7,CD3Z_77_89,641129101,2,0.0
2,7,CD3Z_77_89,641129101,2,0.0
2,7,CD3Z_77_89,641129101,3,0.0
2,7,CD3Z_77_89,641129101,3,0.0
2,7,CD3Z_77_89,641129101,3,0.0
2,7,CD3Z_77_89,641129101,3,0.0
2,7,CD3Z_77_89,641129101,3,0.0
2,7,CD3Z_77_89,641129101,4,0.0
2,7,CD3Z_77_89,641129101,4,0.0
2,7,CD3Z_77_89,641129101,4,0.0
2,7,CD3Z_77_89,641129101,4,0.0
2,7,CD3Z_77_89,641129101,4,0.0
2,8,ERBB2_1241_1253,641129101,1,0.0
2,8,ERBB2_1241_1253,641129101,1,0.0
2,8,ERBB2_1241_1253,641129101,1,0.0
2,8,ERBB2_1241_1253,641129101,1,0.0
2,8,ERBB2_1241_1253,641129101,1,0.0
2,8,ERBB2_1241_1253,641129101,2,0.0
2,8,ERBB2_1241_1253,641129101,2,0.0
2,8,ERBB2_1241_1253,641129101,2,0.0
2,8,ERBB2_1241_1253,641129101,2,0.0
2,8,ERBB2_1241_1253,641129101,2,0.0
2,8,ERBB2_1241_1253,641129101,3,0.0
2,8,ERBB2_1241_1253,641129101,3,0.0
2,8,ERBB2_1241_1253,641129101,3,0.0
2,8,ERBB2_1241_1253,641129101,3,0.0
2,8,ERBB2_1241_1253,641129101,3,0.0
2,8,ERBB2_1241_1253,641129101,4,0.0
2,8,ERBB2_1241_1253,641129101,4,0.0
